"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","690","E2E: Rapid Checkout (Success - Mocked API)","chromium","Thu Mar 26 06:08:37 UTC 2026","passed","Thu Mar 26 06:08:38 UTC 2026","Hybrid BDR Demo: API + UI","","",""
"","747","E2E Purchase Flow: Login -> Add to Cart -> Checkout","chromium","Thu Mar 26 06:08:35 UTC 2026","passed","Thu Mar 26 06:08:35 UTC 2026","Class-Based BDR Demo (Recommended / Golden Standard)","","",""
"","470","Failed login via BDR Flow","chromium","Thu Mar 26 06:08:35 UTC 2026","passed","Thu Mar 26 06:08:36 UTC 2026","Class-Based BDR Demo (Recommended / Golden Standard)","","",""
"","55","Check environment availability","healthcheck","Thu Mar 26 06:08:33 UTC 2026","passed","Thu Mar 26 06:08:33 UTC 2026","","","",""
"","175","Rich Reporting: Data Tables and Attachments","chromium","Thu Mar 26 06:08:49 UTC 2026","passed","Thu Mar 26 06:08:49 UTC 2026","Enhanced BDR Features (Model Patterns)","","",""
"","189","Data-Driven Scalability: Flow for STANDARD instance","chromium","Thu Mar 26 06:08:49 UTC 2026","passed","Thu Mar 26 06:08:49 UTC 2026","Enhanced BDR Features (Model Patterns)","","",""
"","183","Data-Driven Scalability: Flow for VISUAL instance","chromium","Thu Mar 26 06:08:49 UTC 2026","passed","Thu Mar 26 06:08:49 UTC 2026","Enhanced BDR Features (Model Patterns)","","",""
"","288","DEMO: expect.poll vs Eventual Consistency","chromium","Thu Mar 26 06:08:45 UTC 2026","failed","Thu Mar 26 06:08:45 UTC 2026","Async Stability Examples","","",""
"","184","Data-Driven Scalability: Flow for PROBLEM instance","chromium","Thu Mar 26 06:08:49 UTC 2026","passed","Thu Mar 26 06:08:50 UTC 2026","Enhanced BDR Features (Model Patterns)","","",""
"","576","Successful Login (Inline BDD Style)","chromium","Thu Mar 26 06:08:50 UTC 2026","passed","Thu Mar 26 06:08:50 UTC 2026","Inline BDR Demo (Model Patterns)","","",""
"","12","User Authentication and Profile Check via API","chromium","Thu Mar 26 06:08:47 UTC 2026","failed","Thu Mar 26 06:08:47 UTC 2026","API BDR Demo","","",""
"","197","Failure Demo: Data Mismatch with Rich Table","chromium","Thu Mar 26 06:08:36 UTC 2026","failed","Thu Mar 26 06:08:36 UTC 2026","Rich Diagnostics Demonstration","","",""
"","223","Parameterized Steps with Data-Driven Inputs","chromium","Thu Mar 26 06:08:48 UTC 2026","passed","Thu Mar 26 06:08:49 UTC 2026","Enhanced BDR Features (Model Patterns)","","",""
"","5752","Antipattern:toBeHidden without trigger (Rule #11)","chromium","Thu Mar 26 06:08:38 UTC 2026","failed","Thu Mar 26 06:08:44 UTC 2026","Hall of Shame Examples","","",""
"","773","Authenticate as Standard User","auth-setup","Thu Mar 26 06:08:29 UTC 2026","passed","Thu Mar 26 06:08:30 UTC 2026","","","",""
"","604","Data-Driven Sequence (Inline)","chromium","Thu Mar 26 06:08:50 UTC 2026","passed","Thu Mar 26 06:08:51 UTC 2026","Inline BDR Demo (Model Patterns)","","",""
"","467","DEMO: expect.toPass architecture","chromium","Thu Mar 26 06:08:47 UTC 2026","passed","Thu Mar 26 06:08:47 UTC 2026","Async Stability Examples","","",""
