"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","628","E2E: Rapid Checkout (Success - Mocked API)","chromium","Sat Feb 14 09:30:46 UTC 2026","passed","Sat Feb 14 09:30:46 UTC 2026","Hybrid BDR Demo: API + UI","","",""
"","163","Data-Driven Scalability: Flow for visual_user (Basic)","chromium","Sat Feb 14 09:30:45 UTC 2026","passed","Sat Feb 14 09:30:45 UTC 2026","Enhanced BDR Features (Mocked)","","",""
"","633","Successful Login (Inline BDD Style)","chromium","Sat Feb 14 09:30:50 UTC 2026","passed","Sat Feb 14 09:30:51 UTC 2026","Inline BDR Demo (Flexible)","","",""
"","21","User Authentication and Profile Check via API","chromium","Sat Feb 14 09:30:41 UTC 2026","passed","Sat Feb 14 09:30:41 UTC 2026","API BDR Demo","","",""
"","176","Data Tables and HTML Attachments","chromium","Sat Feb 14 09:30:45 UTC 2026","passed","Sat Feb 14 09:30:45 UTC 2026","Enhanced BDR Features (Mocked)","","",""
"","655","Data Driven Test (Inline)","chromium","Sat Feb 14 09:30:51 UTC 2026","passed","Sat Feb 14 09:30:52 UTC 2026","Inline BDR Demo (Flexible)","","",""
"","191","Data-Driven Scalability: Flow for standard_user (Premium)","chromium","Sat Feb 14 09:30:45 UTC 2026","passed","Sat Feb 14 09:30:45 UTC 2026","Enhanced BDR Features (Mocked)","","",""
"","266","E2E: Rapid Checkout (Failure - Real API No Backend)","chromium","Sat Feb 14 09:30:49 UTC 2026","failed","Sat Feb 14 09:30:49 UTC 2026","Hybrid BDR Demo: API + UI","","",""
"","506","Failed login via BDR Flow","chromium","Sat Feb 14 09:30:44 UTC 2026","passed","Sat Feb 14 09:30:45 UTC 2026","Class-Based BDR Demo (Recommended)","","",""
"","174","Data-Driven Scalability: Flow for problem_user (Support)","chromium","Sat Feb 14 09:30:45 UTC 2026","passed","Sat Feb 14 09:30:46 UTC 2026","Enhanced BDR Features (Mocked)","","",""
"","874","E2E Purchase Flow: Login -> Add to Cart -> Checkout","chromium","Sat Feb 14 09:30:41 UTC 2026","passed","Sat Feb 14 09:30:42 UTC 2026","Class-Based BDR Demo (Recommended)","","",""
"","171","Parameterized Steps","chromium","Sat Feb 14 09:30:45 UTC 2026","passed","Sat Feb 14 09:30:45 UTC 2026","Enhanced BDR Features (Mocked)","","",""
